yearmonth,view,executeCount,userCount
200807,org.eclipse.jst.jsf.ui.tagregistry.TagRegistryView,22,11
200807,org.eclipse.m2m.internal.qvt.oml.common.views.MetamodelBrowserView,6,2
200807,org.eclipse.mat.ui.views.InspectorView,30,11
200807,org.eclipse.mat.ui.views.NavigatorView,2,2
200807,org.eclipse.mat.ui.views.SnapshotDetailsView,5,1
200807,org.eclipse.mat.ui.views.TextEditorView,7,3
200807,org.eclipse.mylyn.tasks.ui.views.repositories,2217,1135
200807,org.eclipse.mylyn.tasks.ui.views.tasks,14066,4428
200807,org.eclipse.net4j.BuddiesView,9,9
200807,org.eclipse.pde.runtime.LogView,3112,1141
200807,org.eclipse.pde.runtime.RegistryBrowser,65,36
200807,org.eclipse.pde.ui.DependenciesView,183,90
200807,org.eclipse.pde.ui.PluginsView,530,230
200807,org.eclipse.photran.ui.FortranView,14,4
200807,org.eclipse.php.ui.explorer,3142,261
200807,org.eclipse.php.ui.functions,143,70
200807,org.eclipse.php.ui.projectOutline,247,77
200807,org.eclipse.ptp.remotetools.environment.ui.views.RemoteEnvironmentsView,1,1
200807,org.eclipse.ptp.ui.views.parallelJobsView,31,1
200807,org.eclipse.ptp.ui.views.resourceManagerView,8,2
200807,org.eclipse.rse.discovery.view.MultipleView,8,1
200807,org.eclipse.rse.shells.ui.view.commandsView,490,119
200807,org.eclipse.rse.terminals.ui.view.TerminalView,600,106
200807,org.eclipse.rse.ui.view.monitorView,113,54
200807,org.eclipse.rse.ui.view.scratchpad.SystemScratchpadViewPart,79,58
200807,org.eclipse.rse.ui.view.SystemSearchView,109,38
200807,org.eclipse.rse.ui.view.systemTableView,376,150
200807,org.eclipse.rse.ui.view.systemView,2239,292
200807,org.eclipse.rse.ui.view.teamView,83,55
200807,org.eclipse.search.SearchResultView,13,3
200807,org.eclipse.search.ui.views.SearchView,71552,7514
200807,org.eclipse.stp.sc.common.views.AnnotationView,6,4
200807,org.eclipse.swt.examples.browser.demos.views.BrowserDemoView,4,2
200807,org.eclipse.swt.examples.browserexample.view,2,2
200807,org.eclipse.swt.examples.controls.view,25,8
200807,org.eclipse.swt.examples.customcontrols.view,7,5
200807,org.eclipse.swt.examples.launcher.view,26,4
200807,org.eclipse.swt.examples.layouts.view,11,4
200807,org.eclipse.swt.examples.paint.view,3,2
200807,org.eclipse.swt.nebula.examples.view,2,2
200807,org.eclipse.swt.sleak.views.SleakView,13,1
200807,org.eclipse.target.ui.SiteExplorerView,11,2
200807,org.eclipse.team.ccvs.ui.AnnotateView,3,2
200807,org.eclipse.team.ccvs.ui.EditorsView,70,49
200807,org.eclipse.team.ccvs.ui.RepositoriesView,3620,1294
200807,org.eclipse.team.svn.ui.annotate.AnnotateView,2,2
200807,org.eclipse.team.svn.ui.properties.PropertiesView,491,283
200807,org.eclipse.team.svn.ui.properties.RevPropertiesView,23,14
200807,org.eclipse.team.svn.ui.repository.browser.RepositoryBrowser,712,390
200807,org.eclipse.team.svn.ui.repository.RepositoriesView,3852,1206
200807,org.eclipse.team.sync.views.SynchronizeView,47082,4830
200807,org.eclipse.team.ui.GenericHistoryView,15180,3877
200807,org.eclipse.tm.terminal.view.TerminalView,235,12
200807,org.eclipse.tptp.monitoring.managedagent.ui.explorer.internal.ui.MAExplorerView,9,5
200807,org.eclipse.tptp.platform.analysis.core.ui.views.ResultsFrameView,2,1
200807,org.eclipse.tptp.platform.log.views.internal.views.LogViewer,13,6
200807,org.eclipse.tptp.trace.jvmti.internal.client.views.CallStackViewer,21,7
200807,org.eclipse.tptp.trace.jvmti.internal.client.views.MemoryAnalysisViewer,183,25
200807,org.eclipse.tptp.trace.jvmti.internal.client.views.ThreadAnalysisViewer,85,13
200807,org.eclipse.ui.articles.views.listenerview,1,1
200807,org.eclipse.ui.articles.views.wordview,6,1
200807,org.eclipse.ui.browser.view,449,89
200807,org.eclipse.ui.cheatsheets.views.CheatSheetView,901,282
200807,org.eclipse.ui.console.ConsoleView,301007,21982
200807,org.eclipse.ui.examples.contributions.view,10,1
200807,org.eclipse.ui.examples.readmetool.views.SectionsView,1,1
200807,org.eclipse.ui.examples.views.properties.tabbed.article.views.SampleView,4,1
200807,org.eclipse.ui.forms.article.views.FormView,2,1
200807,org.eclipse.ui.internal.introview,5592,2516
200807,org.eclipse.ui.navigator.ProjectExplorer,261294,16126
200807,org.eclipse.ui.texteditor.TemplatesView,139,63
200807,org.eclipse.ui.views.AllMarkersView,113,40
200807,org.eclipse.ui.views.BookmarkView,394,152
200807,org.eclipse.ui.views.ContentOutline,75144,13770
200807,org.eclipse.ui.views.EditorList,3,2
200807,org.eclipse.ui.views.ProblemView,75743,16270
200807,org.eclipse.ui.views.ProgressView,13058,4855
200807,org.eclipse.ui.views.PropertySheet,14240,3754
200807,org.eclipse.ui.views.ResourceNavigator,67691,4599
200807,org.eclipse.ui.views.TaskList,7972,3797
200807,org.eclipse.ve.internal.java.codegen.editorpart.BeansList,959,131
200807,org.eclipse.ve.internal.java.codegen.editorpart.XMLViewPart,44,21
200807,org.eclipse.vtp.desktop.views.canvasbrowser,3,1
200807,org.eclipse.vtp.desktop.views.pallet,14,1
200807,org.eclipse.vtp.desktop.views.ProjectsView,18,1
200807,org.eclipse.webcat.ui.views.commentsview,2,1
200807,org.eclipse.webcat.ui.views.explorer,3,1
200807,org.eclipse.webcat.ui.views.overview,1,1
200807,org.eclipse.wst.common.snippets.internal.ui.SnippetsView,2672,1707
200807,org.eclipse.wst.internet.monitor.view,285,80
200807,org.eclipse.wst.jsdt.callhierarchy.view,20,9
200807,org.eclipse.wst.jsdt.ui.JavadocView,71,42
200807,org.eclipse.wst.jsdt.ui.PackageExplorer,1274,251
200807,org.eclipse.wst.jsdt.ui.SourceView,58,41
200807,org.eclipse.wst.jsdt.ui.TypeHierarchy,80,47
200807,org.eclipse.wst.server.ui.ServersView,91191,7537
200807,org.eclipse.wst.xml.views.XPathView,24,13
200807,org.eclipse.wst.xml.xpath.ui.views.XPathNavigator,15,2
200807,org.eclipse.xcde.voice.XCDEVoiceView,7,1
200808,org.eclipse.ajdt.ui.diff.ChangesView,6,3
200808,org.eclipse.ajdt.ui.EventTraceView,2,2
200808,org.eclipse.ant.ui.views.AntView,26384,2335
200808,org.eclipse.atf.mozilla.ide.ui.views.console,2,1
200808,org.eclipse.atf.mozilla.ide.ui.views.inspector,3,2
200808,org.eclipse.birt.chart.examples.view.examplesview,11,5
200808,org.eclipse.birt.report.designer.ui.attributes.AttributeView,4564,280
200808,org.eclipse.birt.report.designer.ui.lib.explorer.view,526,149
200808,org.eclipse.birt.report.designer.ui.views.data.DataView,3825,304
200808,org.eclipse.birt.report.examples.view.examplesview,10,5
200808,org.eclipse.buckminster.ui.views.ComponentBrowserView,62,39
200808,org.eclipse.buckminster.ui.views.ComponentOutlineView,52,38
200808,org.eclipse.cdt.debug.ui.DisassemblyView,358,154
200808,org.eclipse.cdt.debug.ui.executablesView,228,154
200808,org.eclipse.cdt.debug.ui.SignalsView,6,3
200808,org.eclipse.cdt.make.ui.views.MakeView,8552,1170
200808,org.eclipse.cdt.ui.callHierarchy,1183,209
200808,org.eclipse.cdt.ui.CView,11822,667
200808,org.eclipse.cdt.ui.includeBrowser,315,152
200808,org.eclipse.cdt.ui.IndexView,121,31
200808,org.eclipse.cdt.ui.tests.DOMAST.DOMAST,14,3
200808,org.eclipse.cdt.ui.typeHierarchy,248,87
200808,org.eclipse.contribution.visualiser.views.Menu,33,17
200808,org.eclipse.contribution.visualiser.views.Visualiser,65,11
200808,org.eclipse.contribution.xref.ui.views.XReferenceView,104,38
200808,org.eclipse.datatools.connectivity.DataSourceExplorerNavigator,7820,3175
200808,org.eclipse.datatools.sqltools.plan.planView,357,191
200808,org.eclipse.datatools.sqltools.result.resultView,2930,594
200808,org.eclipse.dd.examples.dsf.TimersView,1,1
200808,org.eclipse.dd.ipxact.editor.ui.views.LibraryView,1,1
200808,org.eclipse.dd.ipxact.editor.ui.views.ReferencesView,4,1
200808,org.eclipse.debug.expressionview,12,7
200808,org.eclipse.debug.ui.BreakpointView,9032,2946
200808,org.eclipse.debug.ui.DebugView,93717,9700
200808,org.eclipse.debug.ui.ExpressionView,5493,1419
200808,org.eclipse.debug.ui.MemoryView,322,135
200808,org.eclipse.debug.ui.ModuleView,140,98
200808,org.eclipse.debug.ui.PHPBrowserOutput,81,34
200808,org.eclipse.debug.ui.PHPDebugOutput,206,60
200808,org.eclipse.debug.ui.PHPStackView,4,3
200808,org.eclipse.debug.ui.RegisterView,252,123
200808,org.eclipse.debug.ui.VariableView,34248,6370
200808,org.eclipse.dltk.callhierarchy.view,14,6
200808,org.eclipse.dltk.debug.ui.dbgpLogView,29,2
200808,org.eclipse.dltk.ruby.ui.extbrowsing,10,5
200808,org.eclipse.dltk.ruby.ui.Members,2,1
200808,org.eclipse.dltk.ruby.ui.Projects,12,7
200808,org.eclipse.dltk.ruby.ui.RubyDocumentationView,18,12
200808,org.eclipse.dltk.tcl.ui.Projects,1,1
200808,org.eclipse.dltk.tcl.ui.TclDocumentationView,1,1
200808,org.eclipse.dltk.testing.ResultView,17,2
200808,org.eclipse.dltk.ui.ScriptExplorer,687,66
200808,org.eclipse.dltk.ui.TypeHierarchy,14,8
200808,org.eclipse.ecf.example.collab.discoveryview,89,37
200808,org.eclipse.ecf.filetransfer.ui.FileTransfersView,2,2
200808,org.eclipse.ecf.internal.example.collab.ui.LineChatView,146,43
200808,org.eclipse.ecf.presence.ui.chatroom.ChatRoomManagerView,67,17
200808,org.eclipse.ecf.presence.ui.MessagesView,144,36
200808,org.eclipse.ecf.presence.ui.MultiRosterView,200,52
200808,org.eclipse.eclipsemonkey.ui.scriptableView.GenericScriptableView,12,6
200808,org.eclipse.eclipsemonkey.views.ScriptsInfoView,5,1
200808,org.eclipse.eclipsemonkey.views.ScriptsView,30,20
200808,org.eclipse.eclipsework.views.TemplatesView,7,1
200808,org.eclipse.emf.cdo.CDOSessionsView,22,16
200808,org.eclipse.emf.ecoretools.internal.views.EClassHierarchyView,15,11
200808,org.eclipse.emf.ecoretools.internal.views.EReferencesView,17,12
200808,org.eclipse.equinox.jmx.client.ui.contributionsview,14,2
200808,org.eclipse.equinox.jmx.client.ui.invocationView,6,1
200808,org.eclipse.equinox.jmx.client.ui.mbeaninfoview,15,2
200808,org.eclipse.gef.ui.palette_view,1763,332
200808,org.eclipse.gmf.bridge.ui.dashboard.DashboardPart,126,31
200808,org.eclipse.help.ui.HelpView,3085,1513
200808,org.eclipse.hyades.execution.recorder.ui.views.RecorderControlView,9,2
200808,org.eclipse.hyades.log.ui.internal.navigator.LogNavigator,27,15
200808,org.eclipse.hyades.logging.adapter.ui.internal.views.contentview,1,1
200808,org.eclipse.hyades.logging.adapter.ui.internal.views.logview,1,1
200808,org.eclipse.hyades.sd.logc.LogInteractionsView,4,1
200808,org.eclipse.hyades.test.ui.TestNavigator,19,9
200808,org.eclipse.hyades.trace.internal.ui.PDProjectExplorer,983,91
200808,org.eclipse.hyades.trace.views.adapter.internal.CoverageStatisticViewer,42,16
200808,org.eclipse.hyades.trace.views.adapter.internal.ExecutionStatisticViewer2,556,54
200808,org.eclipse.hyades.trace.views.adapter.internal.MemoryStatisticViewer,97,17
200808,org.eclipse.hyades.trace.views.adapter.internal.PatternViewer,79,24
200808,org.eclipse.hyades.trace.views.adapter.internal.ReferenceTableViewer,55,15
200808,org.eclipse.hyades.uml2sd.trace.view.TraceSDView,59,12
200808,org.eclipse.jdt.astview.views.ASTView,14,4
200808,org.eclipse.jdt.callhierarchy.view,12852,1926
200808,org.eclipse.jdt.debug.ui.DisplayView,936,270
200808,org.eclipse.jdt.junit.ResultView,44102,3726
200808,org.eclipse.jdt.ui.JavadocView,6603,3448
200808,org.eclipse.jdt.ui.MembersView,1320,279
200808,org.eclipse.jdt.ui.PackageExplorer,634391,27447
200808,org.eclipse.jdt.ui.PackagesView,2114,384
200808,org.eclipse.jdt.ui.ProjectsView,2386,597
200808,org.eclipse.jdt.ui.SourceView,4923,2876
200808,org.eclipse.jdt.ui.TypeHierarchy,13639,5030
200808,org.eclipse.jdt.ui.TypesView,3274,361
200808,org.eclipse.jpt.ui.jpaDetailsView,581,130
200808,org.eclipse.jpt.ui.jpaStructureView,476,117
200808,org.eclipse.jst.jsf.ui.component.ComponentTreeView,98,47
200808,org.eclipse.jst.jsf.ui.tagregistry.TagRegistryView,40,16
200808,org.eclipse.mat.ui.views.InspectorView,25,10
200808,org.eclipse.mat.ui.views.SnapshotDetailsView,2,1
200808,org.eclipse.mat.ui.views.SnapshotHistoryView,2,1
200808,org.eclipse.mylyn.tasklist.activity,2,1
200808,org.eclipse.mylyn.tasks.ui.views.repositories,2148,1105
200808,org.eclipse.mylyn.tasks.ui.views.tasks,15580,5078
200808,org.eclipse.net4j.BuddiesView,9,8
200808,org.eclipse.net4j.ConnectorsView,1,1
200808,org.eclipse.p2.ui.admin.ArtifactRepositoriesView,1,1
200808,org.eclipse.p2.ui.admin.MetadataRepositoriesView,1,1
200808,org.eclipse.pde.runtime.LogView,3100,1121
200808,org.eclipse.pde.runtime.RegistryBrowser,25,14
200808,org.eclipse.pde.ui.DependenciesView,182,66
200808,org.eclipse.pde.ui.PluginsView,409,199
200808,org.eclipse.pde.visualization.views.SampleView,3,1
200808,org.eclipse.photran.ui.DeclarationView,22,9
200808,org.eclipse.photran.ui.FortranView,171,14
200808,org.eclipse.php.ui.explorer,4880,334
200808,org.eclipse.php.ui.functions,152,80
200808,org.eclipse.php.ui.projectOutline,318,97
200808,org.eclipse.ptp.debug.ui.views.parallelDebugView,1,1
200808,org.eclipse.ptp.pldt.mpi.core.views.MPITableView,2,1
200808,org.eclipse.ptp.pldt.openmp.core.views.OpenMPArtifactView,4,1
200808,org.eclipse.ptp.pldt.openmp.ui.pv.views.OpenMPProblemsView,5,1
200808,org.eclipse.ptp.ui.views.JobsListView,1,1
200808,org.eclipse.ptp.ui.views.parallelJobsView,4,2
200808,org.eclipse.ptp.ui.views.parallelMachinesView,5,2
200808,org.eclipse.ptp.ui.views.resourceManagerView,9,2
200808,org.eclipse.rse.shells.ui.view.commandsView,480,75
200808,org.eclipse.rse.terminals.ui.view.TerminalView,633,72
200808,org.eclipse.rse.ui.view.monitorView,72,35
200808,org.eclipse.rse.ui.view.scratchpad.SystemScratchpadViewPart,76,43
200808,org.eclipse.rse.ui.view.SystemSearchView,153,51
200808,org.eclipse.rse.ui.view.systemTableView,231,102
200808,org.eclipse.rse.ui.view.systemView,2674,282
200808,org.eclipse.rse.ui.view.teamView,87,53
200808,org.eclipse.search.SearchResultView,4,2
200808,org.eclipse.search.ui.views.SearchView,93497,9997
200808,org.eclipse.stp.sc.common.views.AnnotationView,26,6
200808,org.eclipse.swt.examples.browser.demos.views.BrowserDemoView,10,5
200808,org.eclipse.swt.examples.browserexample.view,7,7
200808,org.eclipse.swt.examples.controls.view,56,16
200808,org.eclipse.swt.examples.customcontrols.view,14,7
200808,org.eclipse.swt.examples.launcher.view,34,10
200808,org.eclipse.swt.examples.layouts.view,14,8
200808,org.eclipse.swt.examples.ole.win32.browserView,3,2
200808,org.eclipse.swt.examples.paint.view,9,4
200808,org.eclipse.swt.nebula.examples.view,2,1
200808,org.eclipse.swt.sleak.views.SleakView,6,3
200808,org.eclipse.swt.spy.views.SwtSpyView,5,1
200808,org.eclipse.target.ui.SiteExplorerView,14,3
200808,org.eclipse.team.bugs.bugView,5,1
200808,org.eclipse.team.ccvs.ui.AnnotateView,1,1
200808,org.eclipse.team.ccvs.ui.EditorsView,82,40
200808,org.eclipse.team.ccvs.ui.RepositoriesView,4377,1568
200808,org.eclipse.team.svn.ui.properties.PropertiesView,506,283
200808,org.eclipse.team.svn.ui.properties.RevPropertiesView,16,6
200808,org.eclipse.team.svn.ui.repository.browser.RepositoryBrowser,602,337
200808,org.eclipse.team.svn.ui.repository.RepositoriesView,3853,1225
200808,org.eclipse.team.sync.views.SynchronizeView,61125,6231
200808,org.eclipse.team.ui.GenericHistoryView,20021,4901
200808,org.eclipse.tm.terminal.view.TerminalView,120,16
200808,org.eclipse.tptp.monitoring.managedagent.ui.explorer.internal.ui.MAExplorerView,3,2
200808,org.eclipse.tptp.platform.analysis.core.ui.views.ResultsFrameView,36,3
200808,org.eclipse.tptp.platform.log.views.internal.views.LogViewer,31,7
200808,org.eclipse.tptp.symptom.internal.presentation.view.SymptomAnalysisViewer,4,1
200808,org.eclipse.tptp.trace.jvmti.internal.client.views.CallStackViewer,59,9
200808,org.eclipse.tptp.trace.jvmti.internal.client.views.MemoryAnalysisViewer,284,36
200808,org.eclipse.tptp.trace.jvmti.internal.client.views.ThreadAnalysisViewer,115,15
200808,org.eclipse.ui.browser.view,1471,129
200808,org.eclipse.ui.cheatsheets.views.CheatSheetView,901,289
200808,org.eclipse.ui.console.ConsoleView,429159,29666
200808,org.eclipse.ui.examples.contributions.view,3,1
200808,org.eclipse.ui.examples.navigator.view,1,1
200808,org.eclipse.ui.examples.views.properties.tabbed.article.views.SampleView,2,1
200808,org.eclipse.ui.internal.introview,6445,2755
200808,org.eclipse.ui.navigator.ProjectExplorer,365132,21033
200808,org.eclipse.ui.tests.views.properties.tabbed.dynamic.views.DynamicTestsView,3,1
200808,org.eclipse.ui.tests.views.properties.tabbed.override.OverrideTestsView,4,1
200808,org.eclipse.ui.tests.views.properties.tabbed.text.TextTestsView,2,1
200808,org.eclipse.ui.tests.views.properties.tabbed.views.TestsView,3,1
200808,org.eclipse.ui.texteditor.TemplatesView,220,65
200808,org.eclipse.ui.views.AllMarkersView,180,32
200808,org.eclipse.ui.views.BookmarkView,800,242
200808,org.eclipse.ui.views.ContentOutline,97393,17419
200808,org.eclipse.ui.views.EditorList,10,4
200808,org.eclipse.ui.views.ProblemView,89836,20155
200808,org.eclipse.ui.views.ProgressView,14332,5567
200808,org.eclipse.ui.views.PropertySheet,16876,4352
200808,org.eclipse.ui.views.ResourceNavigator,98088,6023
200808,org.eclipse.ui.views.TaskList,8753,4264
200808,org.eclipse.ve.internal.java.codegen.editorpart.BeansList,1506,225
200808,org.eclipse.ve.internal.java.codegen.editorpart.XMLViewPart,36,28
200808,org.eclipse.wst.common.snippets.internal.ui.SnippetsView,3032,1870
200808,org.eclipse.wst.internet.monitor.view,437,142
200808,org.eclipse.wst.jsdt.callhierarchy.view,13,8
200808,org.eclipse.wst.jsdt.ui.JavadocView,84,52
200808,org.eclipse.wst.jsdt.ui.PackageExplorer,1245,255
200808,org.eclipse.wst.jsdt.ui.SourceView,65,40
200808,org.eclipse.wst.jsdt.ui.TypeHierarchy,65,38
200808,org.eclipse.wst.server.ui.ServersView,124810,10024
200808,org.eclipse.wst.xml.views.XPathView,29,12
200808,org.eclipse.wst.xml.xpath.ui.views.XPathNavigator,8,4
200808,org.eclipse.xcde.views.replay.XCDEReplayView,2,1
200808,org.eclipse.xcde.voice.XCDEVoiceView,2,1
200809,org.eclipse.actf.validation.javapp.ui.views.renderedGuiView,1,1
200809,org.eclipse.ajdt.ui.diff.ChangesView,4,3
200809,org.eclipse.ant.ui.views.AntView,33333,2914
200809,org.eclipse.atf.mozilla.ide.ui.views.console,1,1
200809,org.eclipse.atf.mozilla.ide.ui.views.css,1,1
200809,org.eclipse.atf.mozilla.ide.ui.views.inspector,1,1
200809,org.eclipse.atf.mozilla.ide.ui.views.netmon,3,1
200809,org.eclipse.birt.chart.examples.view.examplesview,23,9
200809,org.eclipse.birt.report.designer.ui.attributes.AttributeView,4927,303
200809,org.eclipse.birt.report.designer.ui.lib.explorer.view,554,169
200809,org.eclipse.birt.report.designer.ui.views.data.DataView,4527,325
200809,org.eclipse.birt.report.examples.view.examplesview,41,11
200809,org.eclipse.buckminster.ui.views.ComponentBrowserView,79,52
200809,org.eclipse.buckminster.ui.views.ComponentOutlineView,59,41
200809,org.eclipse.cdt.debug.ui.DisassemblyView,471,166
200809,org.eclipse.cdt.debug.ui.executablesView,274,182
200809,org.eclipse.cdt.debug.ui.ModulesView,1,1
200809,org.eclipse.cdt.debug.ui.SignalsView,25,15
200809,org.eclipse.cdt.make.ui.views.MakeView,8815,1332
200809,org.eclipse.cdt.ui.callHierarchy,1182,243
200809,org.eclipse.cdt.ui.CView,14422,807
200809,org.eclipse.cdt.ui.includeBrowser,364,171
200809,org.eclipse.cdt.ui.IndexView,154,35
200809,org.eclipse.cdt.ui.tests.DOMAST.DOMAST,9,7
200809,org.eclipse.cdt.ui.typeHierarchy,224,95
200809,org.eclipse.contribution.visualiser.views.Menu,28,16
200809,org.eclipse.contribution.visualiser.views.Visualiser,42,11
200809,org.eclipse.contribution.xref.ui.views.XReferenceView,88,39
200809,org.eclipse.core.tools.runtime.PluginListView,1,1
200809,org.eclipse.datatools.connectivity.DataSourceExplorerNavigator,8793,3525
200809,org.eclipse.datatools.sqltools.plan.planView,320,178
200809,org.eclipse.datatools.sqltools.result.resultView,3044,610
200809,org.eclipse.dd.dsf.debug.ui.disassembly.view,1,1
200809,org.eclipse.dd.examples.dsf.TimersView,1,1
200809,org.eclipse.debug.expressionview,21,6
200809,org.eclipse.debug.ui.BreakpointView,12286,3919
200809,org.eclipse.debug.ui.DebugView,123688,12674
200809,org.eclipse.debug.ui.ExpressionView,7351,1837
200809,org.eclipse.debug.ui.MemoryView,387,151
200809,org.eclipse.debug.ui.ModuleView,152,110
200809,org.eclipse.debug.ui.PHPBrowserOutput,69,26
200809,org.eclipse.debug.ui.PHPDebugOutput,242,65
200809,org.eclipse.debug.ui.PHPStackView,7,3
200809,org.eclipse.debug.ui.RegisterView,338,135
200809,org.eclipse.debug.ui.VariableView,45236,8234
200809,org.eclipse.dltk.callhierarchy.view,9,6
200809,org.eclipse.dltk.ruby.ui.extbrowsing,13,5
200809,org.eclipse.dltk.ruby.ui.Members,9,4
200809,org.eclipse.dltk.ruby.ui.Projects,16,8
200809,org.eclipse.dltk.ruby.ui.RubyDocumentationView,35,17
200809,org.eclipse.dltk.tcl.ui.extbrowsing,3,1
200809,org.eclipse.dltk.tcl.ui.Members,10,1
200809,org.eclipse.dltk.testing.ResultView,1,1
200809,org.eclipse.dltk.ui.ScriptExplorer,952,84
200809,org.eclipse.dltk.ui.TypeHierarchy,22,8
200809,org.eclipse.ecf.example.collab.discoveryview,70,31
200809,org.eclipse.ecf.filetransfer.ui.FileTransfersView,5,5
200809,org.eclipse.ecf.internal.example.collab.ui.LineChatView,132,43
200809,org.eclipse.ecf.presence.ui.chatroom.ChatRoomManagerView,53,15
200809,org.eclipse.ecf.presence.ui.MessagesView,144,30
200809,org.eclipse.ecf.presence.ui.MultiRosterView,201,43
200809,org.eclipse.eclipsemonkey.ui.scriptableView.GenericScriptableView,4,1
200809,org.eclipse.eclipsemonkey.views.ScriptsView,66,32
200809,org.eclipse.emf.cdo.CDOSessionsView,25,18
200809,org.eclipse.emf.ecoretools.internal.views.EClassHierarchyView,15,8
200809,org.eclipse.emf.ecoretools.internal.views.EReferencesView,7,5
200809,org.eclipse.epsilon.evl.dt.views.ValidationView,6,1
200809,org.eclipse.equinox.jmx.client.ui.invocationView,1,1
200809,org.eclipse.equinox.jmx.client.ui.mbeaninfoview,1,1
200809,org.eclipse.externaltools.views.CommitHistoryView,1,1
200809,org.eclipse.gef.ui.palette_view,1984,385
200809,org.eclipse.gmf.bridge.ui.dashboard.DashboardPart,217,32
200809,org.eclipse.help.ui.HelpView,4087,2090
200809,org.eclipse.hibachi.ui.internal.navigator,3,1
200809,org.eclipse.hyades.execution.recorder.ui.views.RecorderControlView,52,4
200809,org.eclipse.hyades.log.ui.internal.navigator.LogNavigator,14,8
200809,org.eclipse.hyades.sd.logc.LogInteractionsView,1,1
200809,org.eclipse.hyades.test.ui.TestNavigator,24,11
200809,org.eclipse.hyades.trace.internal.ui.PDProjectExplorer,429,75
200809,org.eclipse.hyades.trace.views.adapter.internal.CoverageStatisticViewer,6,4
200809,org.eclipse.hyades.trace.views.adapter.internal.ExecutionStatisticViewer2,228,38
200809,org.eclipse.hyades.trace.views.adapter.internal.MemoryStatisticViewer,32,11
200809,org.eclipse.hyades.trace.views.adapter.internal.PatternViewer,12,8
200809,org.eclipse.hyades.trace.views.adapter.internal.ReferenceTableViewer,9,5
200809,org.eclipse.hyades.uml2sd.trace.view.TraceSDView,2,2
200809,org.eclipse.images.views.ImageView,12,2
200809,org.eclipse.jdt.astview.views.ASTView,22,2
200809,org.eclipse.jdt.callhierarchy.view,16661,2453
200809,org.eclipse.jdt.debug.ui.DisplayView,1021,321
200809,org.eclipse.jdt.junit.ResultView,58068,4867
200809,org.eclipse.jdt.ui.JavadocView,10771,5595
200809,org.eclipse.jdt.ui.MembersView,1855,394
200809,org.eclipse.jdt.ui.PackageExplorer,862361,39415
200809,org.eclipse.jdt.ui.PackagesView,2693,532
200809,org.eclipse.jdt.ui.ProjectsView,3322,939
200809,org.eclipse.jdt.ui.SourceView,8344,4847
200809,org.eclipse.jdt.ui.TypeHierarchy,18709,7359
200809,org.eclipse.jdt.ui.TypesView,4329,519
200809,org.eclipse.jpt.ui.jpaDetailsView,474,106
200809,org.eclipse.jpt.ui.jpaStructureView,314,99
200809,org.eclipse.jst.jsf.ui.component.ComponentTreeView,124,39
200809,org.eclipse.jst.jsf.ui.tagregistry.TagRegistryView,36,11
200809,org.eclipse.laszlo.rct.editor.attributeEditor,3,1
200809,org.eclipse.laszlo.rct.script.ui.explorer,5,1
200809,org.eclipse.m2m.internal.qvt.oml.common.views.MetamodelBrowserView,2,2
200809,org.eclipse.mahjong.ui.views.MahJongView,3,1
200809,org.eclipse.mat.ui.views.InspectorView,14,5
200809,org.eclipse.mat.ui.views.NavigatorView,1,1
200809,org.eclipse.mat.ui.views.SnapshotDetailsView,1,1
200809,org.eclipse.mylar.tasks.ui.views.TaskListView,1,1
200809,org.eclipse.mylyn.tasks.ui.views.repositories,2459,1243
200809,org.eclipse.mylyn.tasks.ui.views.tasks,19539,7002
200809,org.eclipse.nab.mwt.ab.view.MwtInstanceAttributeView,1,1
200809,org.eclipse.nab.mwt.ab.view.MwtInstanceEditorView,9,1
200809,org.eclipse.nab.mwt.ab.view.MwtInstanceProcedureView,2,2
200809,org.eclipse.nab.mwt.ab.view.MwtInstancePropertyView,2,2
200809,org.eclipse.nab.mwt.ab.view.MwtObjectBoxView,4,2
200809,org.eclipse.net4j.BuddiesView,14,11
200809,org.eclipse.net4j.CollaborationsView,2,1
200809,org.eclipse.net4j.util.Net4jIntrospectorView,1,1
200809,org.eclipse.p2.ui.admin.ArtifactRepositoriesView,5,1
200809,org.eclipse.p2.ui.admin.MetadataRepositoriesView,4,1
200809,org.eclipse.p2.ui.admin.ProfilesView,3,1
200809,org.eclipse.pde.runtime.LogView,3275,1226
200809,org.eclipse.pde.runtime.RegistryBrowser,33,19
200809,org.eclipse.pde.ui.DependenciesView,194,75
200809,org.eclipse.pde.ui.PluginsView,467,219
200809,org.eclipse.photran.ui.DeclarationView,42,19
200809,org.eclipse.photran.ui.FortranView,334,31
200809,org.eclipse.php.ui.explorer,5247,392
200809,org.eclipse.php.ui.functions,166,89
200809,org.eclipse.php.ui.projectOutline,300,101
200809,org.eclipse.plugin.worldwind.views.EarthView,7,1
200809,org.eclipse.plugin.worldwind.views.NavigatorView,6,1
200809,org.eclipse.plugin.worldwind.views.WebBrowserView,1,1
200809,org.eclipse.plugin.worldwind.views.WMSView,4,1
200809,org.eclipse.ptp.debug.ui.views.ArrayView,1,1
200809,org.eclipse.ptp.debug.ui.views.parallelDebugView,5,1
200809,org.eclipse.ptp.debug.ui.views.PVariableView,1,1
200809,org.eclipse.ptp.debug.ui.views.SignalsView,1,1
200809,org.eclipse.ptp.ui.views.parallelJobsView,3,1
